0;1.261
0.1;1.261
0.2;1.26588
0.3;1.26588
0.4;1.26588
0.5;1.26588
0.6;1.261
0.7;1.261
0.8;1.26588
0.9;1.26588
1;1.26588
1.1;1.261
1.2;1.261
1.3;1.26588
1.4;1.26588
1.5;1.26588
1.6;1.261
1.7;1.261
1.8;1.261
1.9;1.26588
2;1.26588
2.1;1.26588
2.2;1.261
2.3;1.26588
2.4;1.26588
2.5;1.26588
2.6;1.26588
2.7;1.261
2.8;1.261
2.9;1.261
3;1.26588
3.1;1.26588
3.2;1.26588
3.3;1.261
3.4;1.26588
3.5;1.26588
3.6;1.26588
3.7;1.26588
3.8;1.261
3.9;1.261
4;1.26588
4.1;1.26588
4.2;1.26588
4.3;1.261
4.4;1.261
4.5;1.26588
4.6;1.26588
4.7;1.26588
4.8;1.26588
4.9;1.261
5;1.261
