0;0
0.1;0
0.2;0
0.3;0
0.4;0
0.5;0
0.590225;9.77517e-06
0.641349;5.8651e-05
0.668035;0.000131965
0.684946;0.000215054
0.69697;0.00030303
0.704106;0.000395894
0.716129;0.000483871
0.723265;0.000576735
0.725513;0.000674487
0.732649;0.000767351
0.73001;0.00086999
0.737146;0.000962854
0.734506;0.00106549
0.741642;0.00115836
0.739003;0.001261
0.741251;0.00135875
0.7435;0.0014565
0.745748;0.00155425
0.747996;0.001652
0.750244;0.00174976
0.752493;0.00184751
0.754741;0.00194526
0.756989;0.00204301
0.75435;0.00214565
0.756598;0.0022434
0.753959;0.00234604
0.761095;0.00243891
0.758456;0.00254154
0.760704;0.0026393
0.758065;0.00274194
0.760313;0.00283969
0.757674;0.00294233
0.764809;0.00303519
0.767058;0.00313294
0.764418;0.00323558
0.766667;0.00333333
0.764027;0.00343597
0.766276;0.00353372
0.763636;0.00363636
0.765885;0.00373412
0.763245;0.00383675
0.770381;0.00392962
0.767742;0.00403226
0.765103;0.0041349
0.772239;0.00422776
