0;0
0.1;0
0.2;0
0.3;0
0.4;0
0.5;0
0.6;0
0.7;0
0.8;0
0.9;0
1;0
1.1;0
1.2;0
1.3;0
1.4;0
1.5;0
1.6;0
1.7;0
1.8;0
1.9;0
2;0
2.1;0
2.2;0
2.3;0
2.4;0
2.5;0
2.6;0
2.7;0
2.8;0
2.9;0
3;0
3.1;0
3.2;0
3.3;0
3.4;0
3.5;0
3.59511;4.88759e-06
3.69022;9.77517e-06
3.78534;1.46628e-05
3.88045;1.95503e-05
3.97067;2.93255e-05
4.0609;3.91007e-05
4.15112;4.88759e-05
4.23646;6.35386e-05
4.31691;8.3089e-05
4.39736;0.000102639
4.46804;0.000131965
4.53871;0.00016129
4.6045;0.000195503
4.66051;0.000239492
4.71652;0.00028348
