0;0
0.1;0
0.2;0
0.3;0
0.4;0
0.495112;4.88759e-06
0.560899;3.91007e-05
0.602248;9.77517e-05
0.628935;0.000171065
0.640958;0.000259042
0.652981;0.000347019
0.660117;0.000439883
0.667253;0.000532747
0.679277;0.000620723
0.681525;0.000718475
0.683773;0.000816227
0.686022;0.000913978
0.693157;0.00100684
0.690518;0.00110948
0.697654;0.00120235
0.695015;0.00130499
0.697263;0.00140274
0.694624;0.00150538
0.70176;0.00159824
0.704008;0.00169599
0.706256;0.00179374
0.708504;0.0018915
0.705865;0.00199413
0.713001;0.002087
0.710362;0.00218964
0.71261;0.00228739
0.709971;0.00239003
0.712219;0.00248778
0.70958;0.00259042
0.711828;0.00268817
0.714076;0.00278592
0.716325;0.00288368
0.713685;0.00298631
0.715934;0.00308407
0.718182;0.00318182
0.715543;0.00328446
0.717791;0.00338221
0.715152;0.00348485
0.7174;0.0035826
0.719648;0.00368035
0.721896;0.0037781
0.719257;0.00388074
0.721505;0.00397849
0.718866;0.00408113
0.721114;0.00417889
0.723363;0.00427664
