0;0.000391007
0.0195503;0.000439883
0.0391007;0.000391007
0.0635386;0.000391007
0.0879765;0.000391007
0.107527;0.000391007
0.127077;0.000342131
0.151515;0.000391007
0.175953;0.000391007
0.195503;0.000342131
0.219941;0.000391007
0.239492;0.000391007
0.26393;0.000439883
0.288368;0.000439883
0.307918;0.000439883
0.332356;0.000391007
0.351906;0.000439883
0.376344;0.000439883
0.395894;0.000439883
0.420332;0.000391007
0.44477;0.000439883
0.464321;0.000342131
0.488759;0.000439883
0.508309;0.000391007
0.532747;0.000342131
0.552297;0.000439883
0.576735;0.000391007
0.596285;0.000439883
0.620723;0.000342131
0.645161;0.000391007
0.664712;0.000391007
0.68915;0.000391007
0.7087;0.000391007
0.733138;0.000391007
0.752688;0.000391007
0.777126;0.000439883
0.801564;0.000391007
0.821114;0.000391007
0.845552;0.000391007
0.865103;0.000439883
0.889541;0.000439883
0.909091;0.000439883
0.933529;0.000342131
0.957967;0.000391007
0.977517;0.000391007
1.00196;0.000391007
1.02151;0.000391007
1.04594;0.000439883
1.07038;0.000488759
1.08993;0.000537634
1.11437;0.00058651
1.13392;0.000635386
1.15836;0.000684262
1.1828;0.00083089
1.20235;0.000977517
1.22678;0.00107527
1.24633;0.00136852
1.27077;0.00156403
1.29032;0.00190616
1.31476;0.00219941
1.3392;0.00254154
1.35875;0.0030303
1.3783;0.00351906
1.40274;0.00400782
1.42717;0.00469208
1.44673;0.00527859
1.47116;0.00596285
1.49071;0.00669599
1.51515;0.00752688
1.5347;0.00835777
1.55914;0.00923754
1.58358;0.0102151
1.60802;0.0111926
1.62757;0.0121701
1.64712;0.0131476
1.67155;0.0142717
1.6911;0.015347
1.71554;0.0165689
1.73998;0.0176931
1.75953;0.0188661
1.78397;0.020088
1.80352;0.0213587
1.82796;0.0226295
1.85239;0.0238514
1.87195;0.0250733
1.89638;0.0263441
1.91593;0.0274194
1.94037;0.0282991
1.96481;0.0290323
1.98436;0.0295699
2.0088;0.0300098
2.02835;0.0303519
2.05279;0.0306452
2.07234;0.0308895
2.09677;0.031085
2.12121;0.0312805
2.14076;0.0314272
2.1652;0.0315738
2.18964;0.0317204
2.20919;0.0318182
2.22874;0.0319648
2.25318;0.0320626
2.27761;0.0321603
2.29717;0.0322581
2.3216;0.0323069
2.34115;0.0324047
2.36559;0.0325024
2.38514;0.0325513
2.40958;0.0326002
2.42913;0.0326979
2.45357;0.0327468
2.47312;0.0327468
2.49756;0.0328446
2.52199;0.0328935
2.54154;0.0329423
2.56598;0.0329912
2.58553;0.0329912
2.60997;0.033089
2.62952;0.0331378
2.65396;0.0331867
2.6784;0.0331867
2.69795;0.0332845
2.72239;0.0332845
2.74194;0.0333333
2.76637;0.0333822
2.78592;0.0334311
2.81036;0.0334311
2.8348;0.03348
2.85435;0.0335288
2.87879;0.0335288
2.89834;0.0335777
2.92278;0.0335777
2.94233;0.0336266
2.96676;0.0336266
2.9912;0.0336755
3.01075;0.0337243
3.03519;0.0337243
3.05474;0.0337732
3.07918;0.0337732
3.09873;0.0338221
3.12317;0.0338221
3.14272;0.0338221
3.16716;0.033871
3.19159;0.0339198
3.21114;0.0339198
3.23558;0.0339198
3.25513;0.0339687
3.27957;0.0339687
3.29912;0.0340176
3.32356;0.0340176
3.348;0.0340665
3.36755;0.0340665
3.3871;0.0340665
3.41153;0.0340665
3.43597;0.0341153
3.45552;0.0341153
3.47996;0.0341642
3.49951;0.0341642
3.52395;0.0341642
3.5435;0.0342131
3.56305;0.0342131
3.58749;0.0342131
3.61193;0.0342131
3.63148;0.034262
3.65591;0.034262
3.67546;0.034262
3.6999;0.0343109
3.71945;0.034262
3.74389;0.0343109
3.76833;0.0343597
3.78788;0.0343597
3.81232;0.0343597
3.83187;0.0344086
3.8563;0.0344086
3.87586;0.0344086
3.90029;0.0344086
3.91984;0.0344086
3.94428;0.0344575
3.96383;0.0344575
3.98827;0.0344575
4.01271;0.0344575
4.03226;0.0344575
4.0567;0.0345064
4.07625;0.0345064
4.10068;0.0345064
4.12023;0.0345552
4.14467;0.0345552
4.16911;0.0345552
4.18866;0.0345552
4.20821;0.0345552
4.23265;0.0345552
4.25709;0.0346041
4.27664;0.0346041
4.30108;0.0346041
4.32063;0.0346041
4.34506;0.0346041
4.36461;0.034653
4.38416;0.034653
4.4086;0.034653
4.43304;0.034653
4.45259;0.0347019
4.47703;0.0347019
4.49658;0.0347019
4.52102;0.0347019
4.54057;0.0347019
